-4.000000000000000000e+00 1.113879999999999981e+00 1.348000000000000066e-02 1.047099999999999941e-02 -1.855000000000000095e-03
-3.799999999999999822e+00 1.116980000000000084e+00 1.744599999999999970e-02 9.357999999999999999e-03 5.564900000000000228e-03
-3.600000000000000089e+00 1.120889999999999942e+00 2.185700000000000143e-02 1.269699999999999995e-02 4.970300000000000412e-03
-3.399999999999999911e+00 1.125809999999999977e+00 2.753200000000000092e-02 1.567899999999999849e-02 6.429100000000000092e-03
-3.200000000000000178e+00 1.131999999999999895e+00 3.457500000000000157e-02 1.953699999999999881e-02 7.563099999999999684e-03
-3.000000000000000000e+00 1.139750000000000041e+00 4.329700000000000215e-02 2.407400000000000165e-02 8.818299999999999403e-03
-2.799999999999999822e+00 1.149450000000000083e+00 5.398499999999999827e-02 2.936499999999999874e-02 9.538700000000000651e-03
-2.600000000000000089e+00 1.161489999999999911e+00 6.687600000000000489e-02 3.508900000000000213e-02 9.776800000000000421e-03
-2.399999999999999911e+00 1.176350000000000007e+00 8.208500000000000518e-02 4.095499999999999835e-02 7.729299999999999712e-03
-2.200000000000000178e+00 1.194469999999999921e+00 9.939399999999999624e-02 4.559200000000000058e-02 6.305899999999999700e-03
-2.000000000000000000e+00 1.216220000000000079e+00 1.183899999999999952e-01 4.937600000000000322e-02 -6.327900000000000018e-03
-1.800000000000000044e+00 1.241819999999999924e+00 1.373800000000000021e-01 4.557900000000000146e-02 -9.744100000000000331e-03
-1.600000000000000089e+00 1.271039999999999948e+00 1.544399999999999940e-01 3.973299999999999749e-02 -3.044600000000000084e-02
-1.399999999999999911e+00 1.303279999999999994e+00 1.666799999999999948e-01 2.146500000000000144e-02 -4.472099999999999687e-02
-1.199999999999999956e+00 1.337110000000000021e+00 1.698999999999999955e-01 -5.367399999999999602e-03 -6.054699999999999666e-02
-1.000000000000000000e+00 1.370400000000000063e+00 1.604899999999999938e-01 -4.169500000000000289e-02 -6.746699999999999919e-02
-8.000000000000000444e-01 1.400290000000000035e+00 1.357099999999999973e-01 -8.217599999999999905e-02 -6.133700000000000263e-02
-5.999999999999999778e-01 1.423650000000000082e+00 9.548299999999999843e-02 -1.189800000000000024e-01 -3.880999999999999728e-02
-4.000000000000000222e-01 1.437680000000000069e+00 4.323500000000000260e-02 -1.422599999999999976e-01 -4.671899999999999664e-03
-2.000000000000000111e-01 1.440600000000000103e+00 -1.423100000000000059e-02 -1.450700000000000045e-01 3.149600000000000316e-02
0.000000000000000000e+00 1.432199999999999918e+00 -6.847899999999999820e-02 -1.261700000000000044e-01 5.656200000000000117e-02
0.000000000000000000e+00 1.432199999999999918e+00 -6.847899999999999820e-02 -1.261700000000000044e-01 5.656200000000000117e-02
2.000000000000000111e-01 1.413910000000000000e+00 -1.121599999999999958e-01 -9.223199999999999454e-02 6.413099999999999357e-02
4.000000000000000222e-01 1.388300000000000090e+00 -1.413600000000000134e-01 -5.375300000000000217e-02 5.553999999999999909e-02
5.999999999999999778e-01 1.358319999999999972e+00 -1.561899999999999955e-01 -2.042899999999999924e-02 3.920400000000000273e-02
8.000000000000000444e-01 1.326580000000000092e+00 -1.596599999999999964e-01 3.092999999999999829e-03 2.340100000000000166e-02
1.000000000000000000e+00 1.294960000000000111e+00 -1.556099999999999983e-01 1.713299999999999892e-02 1.218999999999999945e-02
1.199999999999999956e+00 1.264620000000000077e+00 -1.472999999999999865e-01 2.444699999999999998e-02 5.342600000000000300e-03
1.399999999999999911e+00 1.236180000000000057e+00 -1.368800000000000017e-01 2.765300000000000050e-02 1.691400000000000022e-03
1.600000000000000089e+00 1.209929999999999950e+00 -1.256099999999999994e-01 2.866799999999999904e-02 -7.380299999999999794e-04
1.800000000000000044e+00 1.185939999999999994e+00 -1.142399999999999943e-01 2.822500000000000009e-02 -1.860200000000000005e-03
2.000000000000000000e+00 1.164209999999999967e+00 -1.031699999999999978e-01 2.710900000000000115e-02 -2.698599999999999784e-03
2.200000000000000178e+00 1.144640000000000102e+00 -9.264899999999999525e-02 2.548999999999999877e-02 -2.968999999999999851e-03
2.399999999999999911e+00 1.127110000000000056e+00 -8.280999999999999472e-02 2.370799999999999991e-02 -3.299700000000000029e-03
2.600000000000000089e+00 1.111469999999999958e+00 -7.372199999999999587e-02 2.172800000000000079e-02 -3.085099999999999908e-03
2.799999999999999822e+00 1.097569999999999935e+00 -6.540100000000000080e-02 1.987699999999999884e-02 -3.232500000000000130e-03
3.000000000000000000e+00 1.085259999999999891e+00 -5.783800000000000052e-02 1.793799999999999908e-02 -2.861400000000000055e-03
3.200000000000000178e+00 1.074379999999999891e+00 -5.100600000000000273e-02 1.622099999999999931e-02 -2.821199999999999836e-03
3.399999999999999911e+00 1.064810000000000034e+00 -4.485700000000000104e-02 1.452799999999999925e-02 -2.228299999999999899e-03
3.600000000000000089e+00 1.056400000000000006e+00 -3.931300000000000072e-02 1.319099999999999960e-02 -2.766900000000000089e-03
3.799999999999999822e+00 1.049039999999999973e+00 -3.436800000000000271e-02 1.153099999999999958e-02 9.223099999999999701e-04
4.000000000000000000e+00 1.042640000000000011e+00 -2.964500000000000121e-02 0.000000000000000000e+00 0.000000000000000000e+00
